Date,SP500,Dividend,Earnings,Consumer Price Index,Long Interest Rate,Real Price,Real Dividend,Real Earnings,PE10,Capital Gain Yeild,Dividend Yeild,Total Monthly Return,Rolling Balance,Percent_change_since_last_month,Percent_change_since_last_year
1997-04-01,763.93,15.0933,40.3433,160.2,6.89,1459.8,28.84,77.09,27.59,-0.03684252197091667,0.0015856887739392818,-0.03525683319697739,1520556.12,-3.53,17.56
1997-05-01,833.09,15.1267,40.4467,160.1,6.71,1592.95,28.92,77.34,29.93,0.0912111248116181,0.0016509110837100974,0.0928620358953282,1661758.06,9.29,25.76
1997-06-01,876.29,15.16,40.55,160.3,6.49,1673.47,28.95,77.44,31.26,0.05054772591732319,0.001514485702627201,0.052062211619950394,1748272.86,5.21,30.72
1997-07-01,925.29,15.2167,40.58,160.5,6.22,1764.84,29.02,77.4,32.77,0.054599126366173215,0.0014451010973207368,0.056044227463493954,1846253.46,5.6,43.29
1997-08-01,927.24,15.2733,40.61,160.8,6.3,1765.26,29.08,77.31,32.59,0.00023798191337462478,0.0013731178652644622,0.001611099778639087,1849227.96,0.16,39.5
1997-09-01,937.02,15.33,40.64,161.2,6.21,1779.45,29.11,77.18,32.67,0.008038475918561603,0.0013742073877691294,0.009412683306330733,1866634.16,0.94,38.46
1997-10-01,951.16,15.3867,40.3333,161.6,6.03,1801.83,29.15,76.41,32.9,0.012576919834780343,0.0013651221819476055,0.013942042016727949,1892658.85,1.39,35.26
1997-11-01,938.92,15.4433,40.0267,161.5,5.88,1779.75,29.27,75.87,32.34,-0.012254208221641291,0.0013537163143396806,-0.01090049190730161,1872027.94,-1.09,27.59
1997-12-01,962.37,15.5,39.72,161.3,5.81,1826.46,29.42,75.38,33.03,0.02624525916561317,0.0013775342978882802,0.02762279346350145,1923738.58,2.76,29.57
1998-01-01,963.36,15.55,39.66,161.6,5.54,1824.94,29.46,75.13,32.86,-0.0008322109435738981,0.0013441301753118055,0.0005119192317379074,1924723.38,0.05,25.94
1998-02-01,1023.74,15.6,39.6,161.9,5.57,1935.73,29.5,74.88,34.71,0.060708845222308655,0.0013470762509087057,0.06205592147321736,2044163.86,6.21,28.56
1998-03-01,1076.83,15.64,39.54,162.2,5.65,2032.35,29.52,74.63,36.3,0.04991398593812148,0.001270838391717853,0.05118482432983933,2148794.03,5.12,36.33
1998-04-01,1112.2,15.75,39.35,162.5,5.64,2095.23,29.67,74.13,37.28,0.030939552734519208,0.0012165719487293037,0.032156124683248515,2217890.92,3.22,45.86
1998-05-01,1108.42,15.85,39.16,162.8,5.65,2084.26,29.8,73.64,36.96,-0.005235702047030541,0.0011852318520321557,-0.004050470194998385,2208907.42,-0.41,32.93
1998-06-01,1108.39,15.95,38.97,163.0,5.5,2081.65,29.96,73.19,36.8,-0.0012522430023126324,0.0011978671886744773,-5.437581363815507e-05,2208787.3,-0.01,26.34
1998-07-01,1156.58,16.0167,38.6767,163.2,5.46,2169.49,30.04,72.55,38.26,0.04219729541469492,0.001202571677915756,0.04339986709261068,2304648.38,4.34,24.83
1998-08-01,1074.62,16.0833,38.3833,163.4,5.34,2013.28,30.13,71.91,35.42,-0.07200309750217786,0.001157338053336652,-0.07084575944884121,2141373.82,-7.08,15.8
1998-09-01,1020.64,16.14,38.09,163.6,4.81,1909.82,30.2,71.27,33.53,-0.05138877851068904,0.001250033113459959,-0.05013874539722908,2034008.02,-5.01,8.97
1998-10-01,1032.47,16.1667,37.9633,164.0,4.53,1927.24,30.18,70.86,33.77,0.009121278445089104,0.0013168780303902986,0.010438156475479403,2055239.31,1.04,8.59
1998-11-01,1144.43,16.1833,37.8367,164.0,4.83,2136.23,30.21,70.63,37.37,0.10844004898196385,0.0013062721819804488,0.10974632116394431,2280794.27,10.97,21.84
1998-12-01,1190.05,16.2,37.71,163.9,4.65,2222.74,30.26,70.43,38.82,0.04049657574324851,0.0011804284494959189,0.04167700419274443,2375850.94,4.17,23.5
1999-01-01,1248.77,16.28333333,37.93333333,164.3,4.72,2326.74,30.34,70.68,40.58,0.04678909814013335,0.0011374849660029213,0.047926583106136275,2489717.36,4.79,29.35
1999-02-01,1246.58,16.36666667,38.15666667,164.5,5.0,2319.83,30.46,71.01,40.4,-0.002969820435458992,0.0010909398271114665,-0.0018788806083475254,2485039.47,-0.19,21.57
1999-03-01,1281.66,16.45,38.38,165.0,5.23,2377.89,30.52,71.21,41.36,0.025027695994965127,0.0010963447034193598,0.026124040698384487,2549958.75,2.61,18.67
1999-04-01,1334.76,16.45,39.26,166.2,5.18,2458.52,30.3,72.31,42.7,0.033908212743230394,0.0010618657717556322,0.03497007851498603,2639131.0,3.5,18.99
1999-05-01,1332.07,16.45,40.14,166.2,5.54,2453.57,30.3,73.93,42.56,-0.002013406439646543,0.0010270406586076176,-0.0009863657810389253,2636527.86,-0.1,19.36
1999-06-01,1322.55,16.45,41.02,166.2,5.9,2436.03,30.3,75.56,42.18,-0.007148766898845341,0.001029112680706073,-0.0061196542181392675,2620393.22,-0.61,18.63
1999-07-01,1380.99,16.513333333333335,42.0,166.7,5.79,2536.05,30.33,77.13,43.83,0.041058607652615105,0.001037548798660115,0.04209615645127522,2730701.7,4.21,18.49
1999-08-01,1327.49,16.576666666666668,42.98,167.1,5.94,2431.96,30.37,78.74,41.93,-0.041044143451430426,0.0009979429953405228,-0.040046200456089906,2621347.47,-4.0,22.41
1999-09-01,1318.17,16.64,43.96,167.9,5.92,2403.38,30.34,80.15,41.32,-0.011751838023651675,0.0010396278447562185,-0.010712210178895457,2593267.05,-1.07,27.5
1999-10-01,1300.01,16.656666666666666,45.36333333333334,168.2,6.11,2366.05,30.32,82.56,40.55,-0.015532292022068888,0.0010512972008865293,-0.014480994821182359,2555713.96,-1.45,24.35
1999-11-01,1391.0,16.673333333333332,46.76666666666667,168.3,6.03,2530.14,30.33,85.07,43.21,0.06935187337545685,0.0010682360896853405,0.0704201094651422,2735687.62,7.04,19.94
1999-12-01,1428.68,16.69,48.17,168.3,6.28,2598.68,30.36,87.62,44.2,0.027089410072169907,0.0009999446670935204,0.02808935473926343,2812531.32,2.81,18.38
2000-01-01,1425.59,16.713333333333335,49.09666666666667,168.8,6.66,2585.38,30.31,89.04,43.77,-0.005117982975972312,0.0009719678195596739,-0.0041460151564126375,2800870.52,-0.41,12.5
2000-02-01,1388.87,16.736666666666668,50.02333333333333,169.8,6.52,2503.95,30.17,90.19,42.19,-0.03149633709551412,0.0009724553708416815,-0.030523881724672436,2715377.08,-3.05,9.27
2000-03-01,1442.21,16.76,50.95,171.2,6.26,2578.86,29.97,91.11,43.22,0.0299167315641288,0.0009974240699694484,0.03091415563409825,2799320.67,3.09,9.78
2000-04-01,1461.36,16.740000000000002,51.27333333333333,171.3,5.99,2611.57,29.92,91.63,43.53,0.012683899087193579,0.0009668354751065717,0.01365073456230015,2837533.45,1.37,7.52
2000-05-01,1418.48,16.72,51.59666666666667,171.5,6.44,2531.99,29.85,92.1,41.97,-0.03047209150051516,0.0009524921790340677,-0.029519599321481092,2753770.6,-2.95,4.45
2000-06-01,1461.96,16.7,51.92,172.4,6.1,2595.98,29.65,92.19,42.78,0.02527261166118359,0.0009758464027635707,0.026248458063947162,2826052.83,2.62,7.85
2000-07-01,1473.0,16.583333333333332,52.51333333333334,172.8,6.05,2609.52,29.38,93.03,42.76,0.005215756669928105,0.0009431248828316601,0.006158881552759766,2843458.16,0.62,4.13
2000-08-01,1485.46,16.46666666666667,53.10666666666666,172.8,5.83,2631.6,29.17,94.08,42.87,0.008461326220914164,0.0009315250825183688,0.009392851303432533,2870166.34,0.94,9.49
2000-09-01,1468.05,16.35,53.7,173.7,5.8,2587.28,28.82,94.64,41.9,-0.016841465268277744,0.0009126260323250748,-0.015928839235952667,2824447.92,-1.59,8.91
2000-10-01,1390.14,16.323333333333334,52.46666666666667,174.0,5.74,2445.75,28.72,92.31,39.37,-0.05470223555239487,0.0009250383929583706,-0.0537771971594365,2672557.03,-5.38,4.57
2000-11-01,1378.04,16.296666666666667,51.23333333333333,174.1,5.72,2423.07,28.66,90.09,38.78,-0.0092732290708371,0.0009765239020068827,-0.008296705168830217,2650383.61,-0.83,-3.12
2000-12-01,1330.93,16.27,50.0,174.0,5.24,2341.58,28.62,87.97,37.27,-0.033630889739050145,0.0009842885265386474,-0.0326466012125115,2563857.59,-3.26,-8.84
2001-01-01,1335.63,16.169999999999998,48.48,175.1,5.16,2335.08,28.27,84.76,36.98,-0.002775903449807395,0.0010060870580263469,-0.0017698163917810482,2559320.04,-0.18,-8.62
2001-02-01,1305.75,16.07,46.96,175.8,5.1,2273.75,27.98,81.77,35.83,-0.026264624766603257,0.0009985382370910918,-0.025266086529512163,2494656.03,-2.53,-8.13
2001-03-01,1185.85,15.97,45.44,176.2,4.89,2060.28,27.75,78.95,32.33,-0.09388455195162168,0.001017042330951072,-0.09286750962067061,2262983.54,-9.29,-19.16
2001-04-01,1189.84,15.876666666666663,42.556666666666665,176.9,5.14,2059.03,27.47,73.64,32.17,-0.0006067136505717669,0.001111094932080429,0.0005043812815086622,2264124.95,0.05,-20.21
2001-05-01,1270.37,15.783333333333331,39.67333333333333,177.7,5.39,2188.49,27.19,68.35,34.07,0.06287426603789142,0.001100437260910882,0.06397470329880231,2408971.67,6.4,-12.52
2001-06-01,1238.71,15.69,36.79,178.0,5.28,2130.36,26.98,63.27,33.07,-0.026561693222267254,0.001027344577006673,-0.02553434864526058,2347460.15,-2.55,-16.94
2001-07-01,1204.45,15.706666666666669,33.96333333333333,177.5,5.24,2077.27,27.09,58.58,32.16,-0.02492067068476696,0.0010596800540753674,-0.023860990630691595,2291447.42,-2.39,-19.41
2001-08-01,1178.5,15.723333333333333,31.136666666666667,177.5,4.97,2032.51,27.12,53.7,31.4,-0.02154751187857139,0.0010879664174613798,-0.02045954546111001,2244565.45,-2.05,-21.8
2001-09-01,1044.64,15.74,28.31,178.3,4.73,1793.57,27.02,48.61,27.67,-0.1175590772001122,0.001107825627754189,-0.11645125157235801,1983182.99,-11.65,-29.79
2001-10-01,1076.59,15.740000000000002,27.103333333333335,177.7,4.57,1854.66,27.12,46.69,28.58,0.03406056078101225,0.0012600567583088479,0.0353206175393211,2053230.24,3.53,-23.17
2001-11-01,1129.68,15.740000000000002,25.896666666666665,177.4,4.65,1949.41,27.16,44.69,30.01,0.05108753086819147,0.0012203494620757083,0.052307880330267176,2160630.36,5.23,-18.48
2001-12-01,1144.93,15.74,24.69,176.7,5.09,1983.56,27.27,42.77,30.5,0.01751812086733928,0.0011657373256523768,0.018683858192991655,2200999.28,1.87,-14.15
2002-01-01,1140.21,15.736666666666668,24.69333333333333,177.1,5.04,1970.92,27.2,42.68,30.28,-0.006372380971586377,0.0011427265455376528,-0.005229654426048724,2189488.81,-0.52,-14.45
2002-02-01,1100.67,15.733333333333334,24.69666666666667,177.8,4.91,1895.08,27.09,42.52,29.09,-0.03847949181093101,0.001145404176729649,-0.03733408763420136,2107746.24,-3.73,-15.51
2002-03-01,1153.79,15.73,24.7,178.8,5.28,1975.43,26.93,42.29,30.29,0.04239926546636561,0.0011842068232827462,0.04358347228964836,2199609.14,4.36,-2.8
2002-04-01,1111.93,15.833333333333332,25.38,179.8,5.21,1893.17,26.96,43.21,29.01,-0.04164156664624916,0.0011373051268162712,-0.04050426151943289,2110515.6,-4.05,-6.78
2002-05-01,1079.25,15.936666666666667,26.06,179.8,5.16,1837.53,27.13,44.37,28.13,-0.029389859336456894,0.0011942051338935929,-0.0281956542025633,2051008.23,-2.82,-14.86
2002-06-01,1014.02,16.04,26.74,179.9,4.93,1725.51,27.29,45.5,26.39,-0.06096227000375503,0.0012376215172904205,-0.05972464848646461,1928512.48,-5.97,-17.85
2002-07-01,903.59,15.96,27.84,180.1,4.65,1535.89,27.13,47.32,23.46,-0.10989214782875781,0.0013102406438289741,-0.10858190718492883,1719110.92,-10.86,-24.98
2002-08-01,912.55,15.88,28.94,180.7,4.26,1545.97,26.9,49.03,23.59,0.006562970004362244,0.0014595229259039817,0.008022492930266226,1732902.48,0.8,-22.8
2002-09-01,867.81,15.8,30.04,181.0,3.87,1467.74,26.72,50.81,22.37,-0.0506025343311966,0.0014403039300029538,-0.04916223040119365,1647709.13,-4.92,-16.92
2002-10-01,854.63,15.89,29.223333333333333,181.3,3.94,1443.05,26.83,49.34,21.96,-0.01682178042432587,0.0015233170270847244,-0.015298463397241146,1622501.71,-1.53,-20.98
2002-11-01,909.93,15.98,28.406666666666663,181.3,4.05,1536.43,26.98,47.97,23.35,0.06471016250303185,0.0015580425718674568,0.0662682050748993,1730021.98,6.63,-19.93
2002-12-01,899.18,16.07,27.59,180.9,4.03,1521.63,27.19,46.69,23.1,-0.00963272000676891,0.0014747390595948617,-0.008157980947174048,1715908.5,-0.82,-22.04
2003-01-01,895.84,16.119999999999997,28.5,181.7,4.05,1509.31,27.16,48.02,22.9,-0.008096580640497468,0.0014874400040307651,-0.0066091406364667035,1704567.82,-0.66,-22.15
2003-02-01,837.03,16.169999999999998,29.41,183.1,3.9,1399.44,27.03,49.17,21.21,-0.07279485327732534,0.0014924038136631972,-0.07130244946366214,1583027.96,-7.13,-24.89
2003-03-01,846.63,16.22,30.32,184.2,3.81,1407.04,26.96,50.39,21.31,0.005430743726061788,0.00160540406638846,0.007036147792450248,1594166.37,0.7,-27.53
2003-04-01,890.03,16.203333333333333,31.73,183.8,3.96,1482.39,26.99,52.85,22.43,0.05355213782124185,0.0015985094003487226,0.055150647221590576,1682085.68,5.52,-20.3
2003-05-01,935.96,16.186666666666667,33.13999999999999,183.5,3.57,1561.43,27.0,55.29,23.59,0.05331930193808644,0.0015178191973772082,0.05483712113546365,1774326.42,5.48,-13.49
2003-06-01,988.0,16.17,34.55,183.7,3.33,1646.46,26.95,57.58,24.83,0.054456491805588446,0.0014383182937008595,0.0558948100992893,1873502.06,5.59,-2.85
2003-07-01,992.54,16.310000000000002,35.89333333333333,183.9,3.98,1652.22,27.15,59.75,24.87,0.003498414780802443,0.0013741603197162395,0.0048725751005186824,1882630.84,0.49,9.51
2003-08-01,989.53,16.450000000000003,37.236666666666665,184.6,4.45,1640.97,27.28,61.75,24.64,-0.006809020590478265,0.0013759265311722006,-0.005433094059306065,1872402.33,-0.54,8.05
2003-09-01,1019.44,16.59,38.58,185.2,4.27,1685.09,27.42,63.77,25.24,0.02688653662163226,0.0013924690884050289,0.02827900571003729,1925352.0,2.83,16.85
2003-10-01,1038.73,16.85666666666667,41.96666666666667,185.0,4.29,1718.83,27.89,69.44,25.68,0.02002266941231626,0.0013792537292765768,0.021401923141592838,1966558.24,2.14,21.21
2003-11-01,1049.9,17.123333333333335,45.35333333333333,184.5,4.3,1742.02,28.41,75.25,25.95,0.013491735657394888,0.0013773904341906997,0.014869126091585588,1995799.24,1.49,15.36
2003-12-01,1080.64,17.39,48.74,184.3,4.27,1794.97,28.89,80.96,26.64,0.030395747465585956,0.0013820162799508618,0.03177776374553682,2059221.28,3.18,20.01
2004-01-01,1132.52,17.6,49.826666666666675,185.2,4.15,1872.01,29.09,82.36,27.66,0.04291993738056901,0.001350533249395069,0.04427047062996408,2150383.97,4.43,26.15
2004-02-01,1143.36,17.810000000000002,50.913333333333334,186.2,4.08,1879.77,29.28,83.71,27.65,0.004145277001725413,0.001303411840748714,0.005448688842474127,2162100.74,0.54,36.58
2004-03-01,1123.98,18.02,52.0,187.4,3.83,1836.08,29.44,84.94,26.89,-0.02324220516339768,0.001305124208458127,-0.021937080954939552,2114670.57,-2.19,32.65
2004-04-01,1133.36,18.213333333333335,53.38333333333333,188.0,4.35,1845.49,29.66,86.93,26.9,0.00512504901747205,0.0013461650182272377,0.0064712140356992884,2128355.05,0.65,26.53
2004-05-01,1102.78,18.406666666666663,54.76666666666667,189.1,4.72,1785.25,29.8,88.66,25.9,-0.03264173742474899,0.0013456227524036074,-0.03129611467234538,2061745.81,-3.13,16.2
2004-06-01,1132.76,18.6,56.15,189.7,4.73,1827.99,30.02,90.61,26.4,0.023940624562386225,0.0014012976707277224,0.025341922233113948,2113994.41,2.53,12.84
2004-07-01,1105.85,18.78666666666667,56.69,189.4,4.5,1787.39,30.36,91.63,25.7,-0.022210187145443854,0.001384033829506726,-0.020826153315937127,2069968.04,-2.08,9.95
2004-08-01,1088.94,18.973333333333333,57.23,189.5,4.28,1759.13,30.65,92.45,25.17,-0.01581076317983204,0.0014289923668962378,-0.014381770812935802,2040198.23,-1.44,8.96
2004-09-01,1117.66,19.16,57.77,189.9,4.13,1801.72,30.89,93.13,25.67,0.024210831490566312,0.0014633180416834836,0.025674149532249797,2092578.59,2.57,8.69
2004-10-01,1117.21,19.253333333333337,58.03,190.9,4.1,1791.56,30.87,93.06,25.41,-0.005639056013143042,0.0014278023222254292,-0.004211253690917613,2083766.21,-0.42,5.96
2004-11-01,1168.94,19.346666666666668,58.29,191.0,4.19,1873.53,31.01,93.42,26.47,0.04575342159905336,0.0014424114551936118,0.04719583305424697,2182111.29,4.72,9.34
2004-12-01,1199.21,19.44,58.55,190.3,4.23,1929.12,31.27,94.19,27.14,0.029671262269619338,0.0013908682184610513,0.03106213048808039,2249892.32,3.11,9.26
2005-01-01,1181.41,19.703333333333333,59.10666666666666,190.7,4.22,1896.5,31.63,94.88,26.59,-0.01690926432777634,0.001366339747311382,-0.015542924580464959,2214922.41,-1.55,3.0
2005-02-01,1199.63,19.96666666666667,59.663333333333334,191.8,4.17,1914.7,31.87,95.23,26.74,0.00959662536250991,0.0014003866772124088,0.01099701203972232,2239279.94,1.1,3.57
2005-03-01,1194.9,20.23,60.22,193.3,4.5,1892.35,32.04,95.37,26.34,-0.011672846921188768,0.0013944743301822738,-0.010278372591006495,2216263.78,-1.03,4.8
2005-04-01,1164.43,20.46333333333333,61.23333333333333,194.6,4.34,1831.78,32.19,96.33,25.41,-0.03200782096335241,0.0014175496076307237,-0.030590271355721687,2148467.67,-3.06,0.94
2005-05-01,1178.28,20.696666666666665,62.24666666666667,194.4,4.14,1855.47,32.59,98.02,25.65,0.01293277577001608,0.001482619819701784,0.014415395589717862,2179438.68,1.44,5.71
2005-06-01,1202.25,20.93,63.26,194.5,4.0,1892.25,32.94,99.57,26.07,0.01982247085644067,0.0014794095296609482,0.021301880386101618,2225864.83,2.13,5.29
2005-07-01,1222.24,21.11,64.33,195.4,4.18,1914.85,33.07,100.78,26.29,0.011943453560575986,0.0014563790901484124,0.013399832650724398,2255691.04,1.34,8.97
2005-08-01,1224.27,21.29,65.39999999999999,196.4,4.26,1908.26,33.18,101.94,26.1,-0.0034415228346867475,0.0014439773350392983,-0.001997545499647449,2251185.2,-0.2,10.34
2005-09-01,1225.92,21.47,66.47,198.8,4.2,1887.77,33.06,102.36,25.73,-0.010737530525190492,0.0014437236016056514,-0.00929380692358484,2230263.12,-0.93,6.58
2005-10-01,1191.96,21.72,67.58999999999999,199.2,4.46,1831.79,33.38,103.87,24.88,-0.029654036243822086,0.0014735199026717591,-0.028180516341150326,2167413.15,-2.82,4.01
2005-11-01,1237.37,21.97,68.71,197.6,4.54,1916.97,34.04,106.45,25.93,0.0465009635383969,0.0015485763469975634,0.04804953988539447,2271556.35,4.8,4.1
2005-12-01,1262.07,22.22,69.83,196.8,4.47,1963.18,34.56,108.62,26.44,0.02410575022039992,0.0015023709291225216,0.02560812114952244,2329726.65,2.56,3.55
2006-01-01,1278.73,22.406666666666663,70.77666666666666,198.3,4.42,1974.05,34.59,109.26,26.47,0.005536934972850116,0.0014682810542079687,0.007005216027058085,2346046.88,0.7,5.92
2006-02-01,1276.65,22.593333333333337,71.72333333333334,198.7,4.57,1966.87,34.81,110.5,26.25,-0.0036371925736430506,0.0014694832113337217,-0.0021677093623093287,2340961.34,-0.22,4.54
2006-03-01,1293.74,22.78,72.67,199.8,4.72,1982.23,34.9,111.34,26.33,0.007809362082903358,0.0014786606808448617,0.009288022763748219,2362704.24,0.93,6.61
2006-04-01,1302.17,23.0,73.27666666666666,201.5,4.99,1978.31,34.94,111.33,26.15,-0.001977570715810008,0.0014688843709693964,-0.0005086863448406117,2361502.36,-0.05,9.92
2006-05-01,1290.01,23.22,73.88333333333333,202.5,5.11,1950.16,35.1,111.69,25.65,-0.014229316942238508,0.0014785347089182183,-0.01275078223332029,2331391.36,-1.28,6.97
2006-06-01,1253.17,23.44,74.49,202.9,5.11,1890.73,35.37,112.39,24.75,-0.030474422611478064,0.0015114144480452884,-0.028963008163432776,2263867.25,-2.9,1.71
2006-07-01,1260.24,23.66,75.85,203.5,5.09,1895.79,35.59,114.1,24.7,0.002676215006902067,0.0015686181175172203,0.004244833124419287,2273476.99,0.42,0.79
2006-08-01,1287.15,23.88,77.21,203.9,4.88,1932.48,35.85,115.92,25.05,0.019353409396610413,0.0015758601954857872,0.0209292695920962,2321059.2,2.09,3.1
2006-09-01,1317.74,24.1,78.57,202.9,4.72,1988.15,36.36,118.54,25.64,0.02880754263950989,0.0015679334326875309,0.030375476072197424,2391562.48,3.04,7.23
2006-10-01,1363.38,24.36,79.55,201.8,4.73,2068.23,36.95,120.68,26.54,0.040278651007217725,0.001548759734761797,0.04182741074197952,2491595.35,4.18,14.96
2006-11-01,1388.64,24.619999999999997,80.53,201.5,4.6,2109.68,37.4,122.34,26.93,0.020041291345739988,0.0015069246005843966,0.021548215946324386,2545284.78,2.15,12.05
2006-12-01,1416.42,24.88,81.51,201.8,4.56,2148.69,37.74,123.65,27.28,0.018490955974365886,0.0014907474119297715,0.01998170338629566,2596143.91,2.0,11.44
2007-01-01,1424.16,25.083333333333332,82.05666666666667,202.42,4.76,2153.85,37.94,124.1,27.21,0.0024014632171229233,0.0014714391869774916,0.0038729024041004147,2606198.52,0.39,11.09
2007-02-01,1444.8,25.286666666666665,82.60333333333334,203.5,4.72,2173.44,38.04,124.26,27.32,0.009095340901177031,0.001471783086101632,0.010567123987278663,2633738.54,1.06,12.51
2007-03-01,1406.95,25.49,83.15,205.35,4.56,2097.4,38.0,123.96,26.23,-0.0349860129564193,0.001456983706321162,-0.03352902925009814,2545431.85,-3.35,7.73
2007-04-01,1463.64,25.71666666666667,83.74000000000001,206.69,4.69,2167.83,38.09,124.03,26.98,0.033579670067702794,0.001513381647118655,0.03509305171482145,2634758.82,3.51,11.57
2007-05-01,1511.14,25.943333333333335,84.33000000000001,207.95,4.75,2224.59,38.19,124.14,27.55,0.026182864892542415,0.0014680579196708228,0.02765092281221324,2707612.33,2.77,16.14
2007-06-01,1514.19,26.17,84.92,208.35,5.1,2224.77,38.45,124.77,27.42,8.091378636055915e-05,0.001440340317391819,0.001521254103752378,2711731.3,0.15,19.78
2007-07-01,1520.71,26.440000000000005,82.81333333333333,208.3,5.0,2234.92,38.86,121.71,27.41,0.004562269358180887,0.0014555811761815078,0.0060178505343623945,2728050.09,0.6,19.99
2007-08-01,1454.62,26.71,80.70666666666666,207.92,4.67,2141.72,39.33,118.83,26.15,-0.041701716392533186,0.001466495445027115,-0.04023522094750607,2618286.39,-4.02,12.81
2007-09-01,1497.12,26.98,78.6,208.49,4.52,2198.23,39.61,115.41,26.73,0.026385335151187,0.0015412067559407083,0.02792654190712771,2691406.08,2.79,12.54
2007-10-01,1539.66,27.230000000000004,74.46000000000001,208.94,4.53,2255.87,39.9,109.1,27.32,0.026221096063651153,0.0015125805761908443,0.027733676639841998,2766048.66,2.77,11.02
2007-11-01,1463.39,27.480000000000004,70.32000000000001,210.18,4.15,2131.46,40.03,102.42,25.73,-0.05514945453417079,0.0014787347379651016,-0.05367071979620569,2617592.84,-5.37,2.84
2007-12-01,1479.22,27.73,66.18,210.04,4.1,2155.96,40.42,96.46,25.96,0.011494468580222007,0.0015802939456209986,0.013074762525843005,2651817.25,1.31,2.14
2008-01-01,1378.76,27.92,64.25,211.08,3.74,1999.6,40.49,93.18,24.02,-0.07252453663333278,0.0015650414046024356,-0.07095949522873034,2463645.63,-7.1,-5.47
2008-02-01,1354.87,28.11,62.32,211.69,3.74,1959.27,40.65,90.12,23.5,-0.020169033806761317,0.0016940888177635527,-0.018474944988997766,2418129.92,-1.85,-8.19
2008-03-01,1316.94,28.3,60.39,213.53,3.51,1888.05,40.57,86.58,22.61,-0.036350273316082024,0.001725557648171683,-0.03462471566791034,2334402.85,-3.46,-8.29
2008-04-01,1370.47,28.436666666666667,57.383333333333326,214.82,3.68,1952.95,40.52,81.77,23.36,0.034374089669235504,0.0017884413371821017,0.03616253100641761,2418820.77,3.62,-8.2
2008-05-01,1403.22,28.573333333333338,54.376666666666665,216.63,3.88,1982.92,40.38,76.84,23.7,0.015346015002944278,0.0017230343838807959,0.017069049386825075,2460107.74,1.71,-9.14
2008-06-01,1341.25,28.71,51.37,218.81,4.1,1876.44,40.17,71.87,22.42,-0.05369858592378916,0.0016881669457164182,-0.052010418978072744,2332156.51,-5.2,-14.0
2008-07-01,1257.33,28.756666666666668,49.56333333333333,219.96,4.01,1749.85,40.02,68.98,20.91,-0.06746285519387785,0.001777301698961864,-0.06568555349491598,2178967.52,-6.57,-20.13
2008-08-01,1281.47,28.803333333333335,47.75666666666667,219.09,3.89,1790.59,40.25,66.73,21.4,0.02328199559962283,0.0019168309664637923,0.025198826566086623,2233874.94,2.52,-14.68
2008-09-01,1216.95,28.85,45.95,218.78,3.69,1702.79,40.37,64.29,20.36,-0.049034117246270756,0.0018788034483978278,-0.047155313797872925,2128535.87,-4.72,-20.91
2008-10-01,968.8,28.696666666666665,35.593333333333334,216.57,3.81,1369.41,40.56,50.31,16.39,-0.19578456533101551,0.001984977595593115,-0.1937995877354224,1716026.49,-19.38,-37.96
2008-11-01,883.04,28.543333333333333,25.236666666666668,212.43,3.53,1272.56,41.13,36.37,15.26,-0.07072388838989063,0.0025029027099261725,-0.06822098567996446,1598957.47,-6.82,-38.91
2008-12-01,877.56,28.39,14.88,210.23,2.42,1277.88,41.34,21.67,15.38,0.004180549443641293,0.0027071415100270325,0.006887690953668326,1609970.6,0.69,-39.29
2009-01-01,865.58,28.013333333333335,12.206666666666669,211.14,2.52,1254.97,40.62,17.7,15.17,-0.017928130966914015,0.002648918521300904,-0.015279212445613111,1585371.52,-1.53,-35.65
2009-02-01,805.23,27.63666666666667,9.533333333333331,212.19,2.87,1161.69,39.87,13.75,14.12,-0.07432847000326699,0.0026474736447883213,-0.07168099635847867,1471730.51,-7.17,-39.14
2009-03-01,757.13,27.26,6.86,212.71,2.82,1089.65,39.23,9.87,13.32,-0.06201310160197639,0.0028141472050776596,-0.059198954396898734,1384605.6,-5.92,-40.69
2009-04-01,848.15,26.703333333333333,7.076666666666666,213.24,2.93,1217.6,38.34,10.16,14.98,0.11742302574221063,0.0029321341715229663,0.12035515991373359,1551250.03,12.04,-35.87
2009-05-01,902.41,26.14666666666667,7.293333333333333,213.86,3.29,1291.77,37.43,10.44,16.0,0.060914914586071026,0.002561733464739378,0.06347664805081041,1649718.18,6.35,-32.94
2009-06-01,926.12,25.59,7.51,215.69,3.72,1314.42,36.32,10.66,16.38,0.017534081144476254,0.0023430383633825424,0.019877119507858795,1682509.83,1.99,-27.86
2009-07-01,935.82,25.026666666666664,9.186666666666667,215.35,3.56,1330.29,35.58,13.06,16.69,0.012073766376044104,0.0022557477822918092,0.014329514158335912,1706619.37,1.43,-21.68
2009-08-01,1009.73,24.46333333333333,10.863333333333332,215.83,3.59,1432.15,34.7,15.41,18.09,0.07656977050116902,0.0021737114964907405,0.07874348199765976,1841004.53,7.87,-17.59
2009-09-01,1044.55,23.9,12.54,215.97,3.4,1480.61,33.88,17.77,18.83,0.033837237719512483,0.0019713949888861735,0.03580863270839866,1906928.38,3.58,-10.41
2009-10-01,1067.66,23.403333333333332,25.35,216.18,3.39,1511.91,33.14,35.9,19.36,0.02113993556709747,0.0018652222169691323,0.0230051577840666,1950797.57,2.3,13.68
